Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,PerformanceIndex,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyAchievement,NumCompaniesWorked,Over18,OverTime,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HowToEmploy,Incentive,RemoteWork,MonthlyIncome,StressRating,WelfareBenefits,InHouseFacility,ExternalFacility,ExtendedLeave,FlexibleWork,StressSelfReported,Year
25,No,Travel_Rarely,Sales,4,2,Life Sciences,1,527,2,Female,99,2,2,Sales Executive,4,Single,12090,1,Y,0,1,2,40,0,5,3,3,5,4,1,3,agent_A,0,3,6178,1,3,1,1,1,1,2,2023
37,No,Non-Travel,Research & Development,25,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,Married,23866,3,Y,24,3,1,40,2,15,2,3,13,11,10,7,direct_recruiting,0,5,8450,3,4,1,1,0,1,3,2023
31,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,530,4,Male,98,2,1,Laboratory Technician,1,Married,16193,1,Y,16,2,3,40,1,4,3,3,4,2,3,2,intern,2502,2,8340,2,4,1,1,1,1,1,2023
39,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1,531,2,Male,52,3,5,Manager,3,Divorced,8213,1,Y,12,3,3,40,1,21,3,3,21,8,1,6,intern,1609,2,6604,3,2,0,0,0,0,1,2023
56,No,Travel_Frequently,Sales,6,3,Life Sciences,1,532,3,Female,86,4,4,Sales Executive,1,Married,18256,9,Y,4,1,4,40,3,36,0,2,7,7,7,7,intern,0,2,3863,3,3,1,0,0,1,3,2024
30,No,Travel_Rarely,Sales,12,3,Technical Degree,1,533,2,Female,83,3,2,Sales Executive,3,Single,19558,0,Y,22,1,2,40,0,6,6,3,5,4,4,4,intern,0,2,9481,3,2,1,0,0,1,1,2023
41,No,Travel_Rarely,Sales,1,3,Marketing,1,534,2,Male,49,4,3,Sales Executive,1,Married,19566,1,Y,7,2,3,40,1,10,2,3,10,7,0,7,agent_B,1287,0,4293,3,3,1,0,0,1,3,2023
28,No,Travel_Rarely,Research & Development,17,2,Medical,1,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,13535,1,Y,30,2,4,40,1,10,2,3,10,0,1,8,New_graduate_recruitment,1813,2,6046,3,2,0,0,0,1,4,2023
25,Yes,Travel_Rarely,Research & Development,3,3,Medical,1,538,1,Male,91,3,1,Laboratory Technician,1,Married,9396,5,Y,8,2,3,40,1,6,5,3,2,2,0,2,agent_A,0,2,9806,3,2,1,0,0,1,2,2023
52,No,Travel_Rarely,Research & Development,3,3,Medical,1,543,4,Male,39,2,3,Manufacturing Director,3,Married,19609,2,Y,12,3,3,40,0,28,4,3,5,4,0,4,intern,2856,2,6013,2,1,0,0,0,0,3,2023
45,No,Travel_Rarely,Research & Development,10,2,Life Sciences,1,544,1,Male,69,3,1,Research Scientist,4,Married,9655,3,Y,29,4,4,40,2,8,3,2,2,2,0,2,intern,565,5,9090,4,1,0,0,0,0,2,2023
52,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,546,4,Female,30,3,4,Manager,4,Married,10310,2,Y,14,2,4,40,0,31,2,1,5,2,1,4,intern,0,3,4102,2,2,0,0,0,1,1,2023
42,No,Travel_Frequently,Research & Development,29,2,Life Sciences,1,547,1,Female,92,3,2,Research Scientist,3,Divorced,12932,2,Y,26,1,2,40,1,19,3,3,5,4,0,2,direct_recruiting,0,5,8033,3,2,0,0,1,1,3,2023
30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,Single,24793,2,Y,17,4,3,40,0,11,2,3,5,4,0,2,intern,2355,4,4711,2,1,0,0,0,0,2,2023
60,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,549,1,Female,41,3,5,Manager,1,Married,3854,5,Y,9,1,4,40,0,33,5,1,29,8,11,10,direct_recruiting,0,0,10008,2,4,1,0,1,1,3,2023
46,No,Travel_Rarely,Research & Development,18,3,Medical,1,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,26314,2,Y,14,3,3,40,1,19,5,2,10,7,0,8,intern,3852,4,8111,3,1,0,0,0,0,2,2023
42,No,Travel_Frequently,Research & Development,28,4,Technical Degree,1,551,4,Female,88,2,2,Healthcare Representative,4,Married,4386,0,Y,0,1,4,40,3,7,4,4,6,5,0,4,intern,0,5,6164,3,3,0,0,0,1,3,2023
24,Yes,Travel_Rarely,Sales,1,1,Technical Degree,1,554,1,Female,62,3,1,Sales Representative,2,Single,21972,1,Y,13,3,2,40,0,6,4,3,5,3,1,4,intern,0,1,5435,4,1,1,0,0,0,3,2023
34,Yes,Travel_Frequently,Sales,6,2,Marketing,1,555,4,Female,33,1,1,Sales Representative,3,Divorced,12253,0,Y,20,3,4,40,1,3,3,2,2,2,1,0,New_graduate_recruitment,1134,3,2835,3,2,0,0,0,0,2,2024
38,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,556,4,Male,42,3,1,Laboratory Technician,4,Married,12106,1,Y,2,4,3,40,1,1,3,3,1,0,0,0,agent_A,2313,4,4627,2,2,0,0,0,0,2,2023
40,No,Travel_Rarely,Sales,2,4,Life Sciences,1,558,3,Female,79,3,5,Manager,3,Married,13022,0,Y,44,3,4,40,0,21,2,3,20,15,1,12,intern,3852,4,9170,2,4,1,1,1,1,2,2023
26,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,560,1,Female,90,3,1,Research Scientist,4,Divorced,3032,1,Y,12,4,2,40,2,3,3,1,3,2,0,2,intern,0,5,7436,3,1,0,0,0,1,2,2023
59,Yes,Non-Travel,Research & Development,1,4,Life Sciences,1,422,3,Male,53,3,2,Healthcare Representative,4,Married,16734,2,Y,42,3,3,40,1,13,3,1,6,4,2,3,agent_C,3145,4,6622,2,4,1,1,1,1,2,2024
29,No,Travel_Rarely,Research & Development,3,4,Medical,1,564,2,Male,93,2,3,Research Director,3,Married,21526,1,Y,41,3,3,40,0,10,2,3,10,2,0,7,agent_A,2904,3,6115,3,2,0,0,0,0,1,2023
29,Yes,Travel_Rarely,Research & Development,25,5,Technical Degree,1,565,3,Female,71,2,1,Research Scientist,2,Married,18300,5,Y,8,3,2,40,0,6,2,4,2,2,1,1,intern,0,0,7126,4,1,0,0,0,0,2,2023
19,Yes,Travel_Rarely,Human Resources,2,2,Technical Degree,1,566,1,Male,52,2,1,Human Resources,4,Single,18437,1,Y,4,2,3,40,0,1,3,4,1,0,0,0,intern,0,3,7434,2,3,1,1,0,1,1,2024
30,No,Non-Travel,Sales,22,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,Married,2890,0,Y,22,1,3,40,0,10,3,3,9,8,7,8,intern,0,3,4485,4,2,0,0,0,1,4,2023
57,No,Travel_Rarely,Sales,29,3,Marketing,1,568,1,Male,56,2,4,Manager,4,Divorced,22102,3,Y,8,2,3,40,1,32,3,2,1,0,0,0,direct_recruiting,1551,5,5171,3,1,0,0,0,0,2,2023
50,No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,569,2,Male,88,2,4,Manager,3,Married,9314,0,Y,11,3,2,40,1,28,2,3,27,10,15,7,intern,2244,5,7070,3,4,1,1,0,1,3,2024
30,No,Non-Travel,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,7181,0,Y,10,2,3,40,0,12,2,2,11,7,6,7,agent_C,1634,4,5449,2,3,1,1,0,1,1,2023
60,No,Travel_Frequently,Sales,28,3,Marketing,1,573,3,Female,80,2,3,Sales Executive,1,Married,2845,4,Y,10,4,4,40,0,22,5,4,18,13,13,11,intern,0,4,7724,3,4,1,0,0,1,3,2023
47,No,Travel_Rarely,Research & Development,2,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,7389,5,Y,12,1,3,40,3,20,2,3,5,0,0,4,agent_C,0,2,2856,2,1,0,0,0,0,1,2023
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,575,1,Male,51,3,4,Research Director,3,Married,2288,6,Y,6,2,3,40,0,26,2,1,3,2,0,1,direct_recruiting,0,3,5309,2,2,1,0,0,0,2,2024
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,577,4,Male,46,1,1,Laboratory Technician,3,Single,19225,0,Y,0,3,3,40,0,6,2,3,5,4,4,3,agent_B,2703,4,5692,1,4,1,1,1,1,1,2023
54,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,578,3,Female,42,3,2,Laboratory Technician,3,Single,23428,7,Y,0,1,3,40,0,19,3,3,1,0,0,0,New_graduate_recruitment,0,3,8329,5,2,1,0,1,0,1,2023
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,579,4,Male,62,2,1,Research Scientist,3,Divorced,8416,3,Y,15,2,3,40,1,14,3,3,7,3,5,7,agent_C,0,2,9153,2,3,1,0,0,1,1,2023
46,No,Travel_Rarely,Sales,10,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,Married,11563,2,Y,0,4,3,40,1,15,3,3,3,2,1,2,intern,2954,3,5909,2,3,1,0,1,1,3,2024
31,No,Travel_Rarely,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,14394,1,Y,4,4,4,40,1,13,6,4,13,8,0,8,agent_A,0,3,6660,3,1,0,0,0,0,3,2023
33,Yes,Travel_Rarely,Research & Development,15,1,Medical,1,582,2,Male,56,3,3,Manager,3,Married,24619,7,Y,4,2,4,40,0,15,2,4,7,6,7,7,intern,0,4,6233,2,3,1,0,0,1,2,2023
33,Yes,Travel_Rarely,Research & Development,10,1,Medical,1,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,6705,7,Y,13,1,1,40,3,8,2,3,4,3,1,3,agent_C,0,3,3827,2,3,1,0,0,1,2,2023
30,No,Travel_Rarely,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single,18398,0,Y,30,2,1,40,0,4,3,3,3,2,1,2,agent_B,0,3,7514,3,1,0,0,0,0,1,2024
35,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,586,4,Male,72,3,3,Healthcare Representative,3,Married,14295,4,Y,23,2,3,40,0,10,2,3,8,7,0,0,intern,1977,3,6592,2,4,1,1,1,1,2,2023
31,Yes,Travel_Frequently,Research & Development,20,3,Life Sciences,1,587,1,Male,66,3,3,Healthcare Representative,3,Married,22908,3,Y,5,2,1,40,0,12,2,3,1,0,0,0,intern,1219,3,6099,5,1,0,0,0,0,1,2023
34,Yes,Travel_Frequently,Human Resources,23,3,Human Resources,1,590,2,Female,43,3,3,Human Resources,1,Divorced,11533,9,Y,0,3,3,40,3,11,2,3,3,2,0,2,intern,0,2,3269,3,1,0,0,0,0,4,2023
42,No,Travel_Frequently,Research & Development,5,2,Other,1,591,2,Male,97,3,1,Laboratory Technician,3,Married,9260,4,Y,6,3,4,40,1,8,4,3,2,2,2,0,New_graduate_recruitment,0,2,7394,3,2,0,0,0,0,2,2023
36,No,Non-Travel,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4,Single,15318,1,Y,19,2,4,40,0,10,3,2,10,3,9,7,agent_C,0,4,7530,3,2,1,1,0,0,3,2023
22,Yes,Travel_Frequently,Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1,Laboratory Technician,3,Single,9129,5,Y,27,3,3,40,0,4,3,3,2,2,1,2,agent_A,0,3,6454,1,4,1,1,1,1,1,2023
48,No,Travel_Rarely,Sales,2,5,Marketing,1,595,2,Female,37,3,2,Sales Executive,4,Married,19658,2,Y,1,3,1,40,1,14,2,3,9,7,6,7,intern,3109,2,6546,3,3,0,0,0,1,2,2023
55,No,Travel_Rarely,Sales,18,5,Life Sciences,1,597,1,Female,83,3,4,Manager,2,Single,9873,3,Y,20,4,4,40,0,37,2,3,10,9,7,7,agent_A,0,4,12391,3,1,0,0,0,0,3,2023
41,No,Non-Travel,Sales,10,2,Life Sciences,1,599,4,Male,56,3,2,Sales Executive,4,Single,13430,7,Y,20,3,4,40,0,16,3,3,14,3,1,10,intern,2913,4,6134,3,4,1,1,0,1,2,2023
35,No,Travel_Rarely,Sales,1,3,Marketing,1,600,2,Male,85,3,2,Sales Executive,3,Married,18659,9,Y,3,1,3,40,0,15,2,3,11,9,6,9,agent_B,0,2,7781,2,4,1,1,1,1,2,2023
40,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,601,2,Female,75,3,4,Manufacturing Director,3,Single,20364,7,Y,32,3,3,40,0,22,3,3,20,6,5,13,intern,3919,3,8251,1,4,1,1,1,1,1,2023
30,No,Travel_Frequently,Research & Development,8,1,Medical,1,1150,3,Male,48,3,2,Manufacturing Director,3,Married,17872,1,Y,13,1,1,40,1,11,3,3,11,8,2,3,agent_B,0,1,5320,3,3,0,0,0,0,3,2024
31,No,Travel_Rarely,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2,Sales Executive,4,Single,8346,4,Y,6,2,3,40,0,10,2,4,6,5,0,5,intern,257,3,8089,3,2,0,0,0,0,3,2023
42,No,Travel_Rarely,Research & Development,24,3,Medical,1,605,4,Male,56,3,3,Manufacturing Director,1,Married,6950,1,Y,10,4,4,40,1,10,5,2,10,9,5,8,direct_recruiting,0,4,7186,3,1,0,0,0,0,3,2023
45,No,Travel_Rarely,Sales,2,3,Other,1,606,4,Male,61,3,2,Sales Executive,2,Married,16177,0,Y,35,4,2,40,1,9,3,4,8,7,3,7,intern,0,2,8694,2,4,1,0,1,1,2,2024
26,Yes,Travel_Frequently,Human Resources,17,4,Life Sciences,1,608,2,Female,58,3,1,Human Resources,3,Divorced,22808,0,Y,5,1,2,40,1,8,2,2,7,7,1,0,agent_A,0,2,8479,3,2,0,0,0,0,2,2023
29,No,Travel_Rarely,Research & Development,19,3,Technical Degree,1,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,22645,4,Y,38,2,2,40,2,8,2,4,3,2,1,2,intern,993,5,3310,2,1,0,0,0,0,1,2023
33,No,Travel_Rarely,Research & Development,1,5,Medical,1,612,1,Female,95,4,4,Research Director,3,Divorced,22578,4,Y,35,4,3,40,1,10,2,3,6,1,0,5,intern,3754,3,7508,2,1,0,0,0,0,2,2023
31,No,Travel_Rarely,Sales,7,3,Life Sciences,1,613,3,Male,44,2,3,Manager,4,Divorced,25291,9,Y,9,4,3,40,1,10,3,2,5,4,0,1,intern,5934,4,11868,2,1,0,0,0,0,2,2023
18,Yes,Travel_Frequently,Sales,5,3,Marketing,1,614,2,Male,69,3,1,Sales Representative,2,Single,8059,1,Y,9,2,4,40,0,0,3,3,0,0,0,0,agent_B,0,2,5255,4,1,0,0,0,0,1,2023
40,No,Non-Travel,Sales,28,3,Other,1,615,3,Male,58,1,3,Sales Executive,1,Divorced,11373,3,Y,9,3,3,40,1,20,2,3,1,0,0,1,intern,0,4,6634,2,2,1,0,0,1,2,2023
41,No,Non-Travel,Research & Development,2,4,Other,1,616,1,Female,62,2,2,Healthcare Representative,3,Single,2112,2,Y,37,2,1,40,0,10,3,3,8,7,0,7,agent_B,0,2,10987,2,3,1,0,1,1,2,2023
26,No,Travel_Rarely,Sales,29,2,Medical,1,618,1,Male,45,3,2,Sales Executive,3,Divorced,4267,5,Y,28,1,1,40,2,8,5,3,0,0,0,0,agent_B,0,4,6004,3,1,0,0,0,0,3,2023
35,No,Travel_Rarely,Sales,1,3,Medical,1,620,1,Female,80,3,2,Sales Executive,3,Single,6698,1,Y,9,2,4,40,0,5,3,3,5,4,0,3,agent_B,0,1,6367,2,3,1,1,1,1,1,2023
34,No,Travel_Rarely,Sales,21,4,Life Sciences,1,621,4,Male,74,4,2,Sales Executive,4,Single,19921,1,Y,4,2,4,40,0,10,3,3,10,7,5,7,intern,0,4,9566,1,4,1,1,0,1,1,2023
26,Yes,Travel_Rarely,Research & Development,24,3,Technical Degree,1,622,3,Male,66,1,1,Laboratory Technician,4,Single,23213,1,Y,2,3,2,40,0,1,3,1,1,0,0,0,intern,2323,4,5808,4,1,0,0,0,0,3,2023
37,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4,Single,23848,4,Y,3,3,4,40,0,12,3,4,6,5,1,2,intern,3515,4,7402,2,1,1,0,0,0,2,2023
46,No,Travel_Frequently,Research & Development,18,1,Medical,1,624,1,Female,86,3,3,Healthcare Representative,3,Married,8984,5,Y,25,1,4,40,0,28,3,2,2,2,1,2,New_graduate_recruitment,0,3,7509,3,2,0,0,0,1,3,2023
41,No,Travel_Rarely,Sales,2,5,Life Sciences,1,625,2,Female,91,3,4,Manager,1,Married,5626,7,Y,36,3,2,40,1,22,2,3,18,16,11,8,intern,0,1,6728,3,3,1,0,1,1,3,2023
37,No,Non-Travel,Sales,9,4,Medical,1,626,1,Male,69,3,3,Sales Executive,2,Divorced,24666,1,Y,8,1,4,40,1,9,6,3,9,5,7,7,agent_C,0,1,11254,3,2,1,0,0,0,3,2023
52,No,Travel_Rarely,Research & Development,6,2,Technical Degree,1,630,4,Male,78,3,2,Research Scientist,1,Divorced,22087,3,Y,20,2,2,40,2,18,3,3,10,9,6,9,intern,2135,2,7117,2,2,0,0,0,0,3,2023
32,Yes,Non-Travel,Sales,11,4,Other,1,631,4,Male,60,4,2,Sales Executive,3,Married,23914,8,Y,10,2,4,40,0,6,2,3,4,2,1,2,direct_recruiting,0,4,9555,2,4,1,1,0,1,2,2023
24,No,Travel_Frequently,Sales,24,3,Medical,1,632,4,Male,38,3,1,Sales Representative,4,Married,5530,0,Y,17,1,3,40,2,3,3,3,2,2,2,1,agent_C,0,4,4377,2,4,1,1,1,1,2,2023
38,No,Travel_Rarely,Research & Development,10,3,Medical,1,634,3,Female,76,3,2,Healthcare Representative,3,Married,22174,3,Y,0,4,3,40,1,18,4,3,1,0,0,0,intern,3403,3,6806,1,4,1,1,1,1,1,2023
37,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,635,2,Female,65,3,2,Manufacturing Director,2,Married,15701,6,Y,0,2,2,40,1,8,2,2,6,5,4,3,intern,2099,1,6997,3,1,0,0,0,0,1,2023
49,No,Travel_Rarely,Research & Development,18,4,Life Sciences,1,638,4,Male,58,2,5,Research Director,3,Divorced,2125,1,Y,8,3,3,40,1,31,5,3,31,9,0,9,intern,0,5,8343,2,3,1,0,0,0,2,2023
24,No,Travel_Rarely,Research & Development,23,3,Medical,1,639,2,Male,89,4,1,Research Scientist,4,Married,21630,1,Y,0,1,2,40,2,6,3,3,6,5,1,4,intern,0,4,9380,3,3,1,0,0,1,3,2023
26,No,Travel_Rarely,Sales,28,2,Marketing,1,641,1,Male,66,3,2,Sales Executive,2,Married,7428,1,Y,21,4,4,40,2,6,5,4,5,3,1,4,intern,2379,5,5049,3,3,0,0,0,1,2,2023
24,No,Travel_Rarely,Research & Development,17,2,Other,1,643,4,Male,94,2,1,Laboratory Technician,2,Married,9100,1,Y,35,4,4,40,1,1,2,3,1,0,0,0,intern,2442,4,6658,2,4,1,1,1,1,2,2023
50,No,Travel_Frequently,Human Resources,3,3,Medical,1,644,1,Male,99,3,5,Manager,2,Married,7999,1,Y,0,1,3,40,1,32,2,3,32,5,10,7,intern,0,1,7135,2,3,1,0,0,0,3,2023
25,No,Travel_Rarely,Sales,13,1,Medical,1,645,2,Male,40,3,1,Sales Representative,3,Married,26376,1,Y,34,1,3,40,0,7,1,3,7,4,0,6,agent_A,0,2,4248,3,3,0,0,0,1,2,2024
24,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,647,1,Female,55,3,1,Laboratory Technician,3,Married,14168,1,Y,25,2,4,40,1,6,4,3,6,3,1,2,agent_B,0,3,5021,2,4,1,0,0,1,1,2023
30,Yes,Travel_Frequently,Sales,12,4,Life Sciences,1,648,2,Male,74,2,1,Sales Representative,1,Married,14470,1,Y,10,3,3,40,1,1,2,4,1,0,0,0,intern,0,2,7436,2,3,1,0,0,1,1,2023
34,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,649,2,Male,83,2,1,Research Scientist,4,Married,22794,1,Y,54,2,4,40,1,6,3,3,6,5,1,3,intern,2948,2,9828,3,4,1,1,1,1,3,2023
31,Yes,Travel_Rarely,Sales,13,4,Medical,1,650,2,Male,46,3,2,Sales Executive,1,Divorced,11512,2,Y,18,3,3,40,0,9,2,1,3,1,1,2,intern,0,2,10122,5,1,0,0,0,0,3,2023
35,No,Travel_Rarely,Research & Development,25,2,Other,1,652,1,Male,54,2,2,Laboratory Technician,4,Single,14004,4,Y,23,3,4,40,0,9,3,3,3,2,0,2,intern,3591,5,7562,2,3,1,1,0,1,2,2023
31,No,Travel_Rarely,Sales,6,4,Medical,1,653,1,Male,66,4,2,Sales Executive,4,Divorced,6219,4,Y,4,4,4,40,2,13,4,4,7,7,5,7,intern,0,4,7407,2,3,1,0,0,1,3,2023
27,No,Travel_Rarely,Research & Development,6,4,Medical,1,655,1,Female,66,2,1,Research Scientist,3,Divorced,5013,0,Y,33,3,3,40,2,6,5,2,5,3,0,3,direct_recruiting,0,3,7123,1,4,1,1,1,1,4,2023
37,No,Travel_Rarely,Sales,2,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3,Married,3010,4,Y,7,1,3,40,1,17,3,2,3,0,1,0,intern,0,2,9266,2,4,1,1,1,1,2,2023
20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,657,4,Female,83,2,1,Research Scientist,2,Single,11757,1,Y,23,2,4,40,0,1,0,4,1,0,0,0,New_graduate_recruitment,1909,2,6365,2,3,1,1,1,1,2,2023
42,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,659,3,Female,81,3,2,Healthcare Representative,4,Married,5718,1,Y,11,1,2,40,2,10,4,3,10,2,2,2,agent_A,0,3,8506,3,3,1,0,0,1,3,2023
43,No,Travel_Rarely,Research & Development,6,4,Other,1,661,2,Male,50,2,4,Research Director,4,Divorced,2671,4,Y,39,3,3,40,1,21,3,2,1,0,0,0,direct_recruiting,0,3,8985,2,1,0,0,0,0,2,2023
38,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,662,3,Female,43,3,1,Research Scientist,1,Single,14561,3,Y,2,3,4,40,0,8,3,2,0,0,0,0,intern,2654,1,5589,2,1,1,0,0,0,3,2024
43,No,Travel_Frequently,Research & Development,9,5,Medical,1,663,4,Male,72,3,2,Laboratory Technician,3,Divorced,19627,3,Y,4,2,2,40,1,10,3,3,8,7,4,7,intern,0,3,9524,2,2,0,0,0,0,2,2023
48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,664,4,Female,40,2,4,Manager,1,Married,17997,7,Y,0,1,1,40,1,21,3,1,3,2,0,2,intern,0,0,8363,3,1,0,0,0,0,3,2023
44,No,Travel_Rarely,Human Resources,1,4,Life Sciences,1,665,1,Female,50,2,2,Human Resources,3,Single,26894,4,Y,29,1,2,40,0,10,1,4,2,2,0,2,intern,0,2,7996,1,4,1,1,1,1,1,2024
34,No,Travel_Rarely,Sales,14,3,Technical Degree,1,666,3,Female,31,3,1,Sales Representative,3,Divorced,2912,1,Y,7,3,4,40,2,8,3,3,8,2,0,6,intern,0,5,5693,3,2,0,0,0,0,2,2023
27,No,Travel_Rarely,Sales,2,1,Marketing,1,667,3,Male,85,3,1,Sales Representative,1,Divorced,16346,0,Y,34,1,2,40,1,5,3,3,4,3,0,2,agent_A,0,1,5446,3,1,0,0,0,0,3,2024
21,No,Travel_Rarely,Sales,22,1,Technical Degree,1,669,3,Male,49,3,1,Sales Representative,3,Single,24444,1,Y,21,1,3,40,0,3,2,3,3,2,1,2,intern,0,3,5126,1,4,1,1,1,1,1,2023
44,No,Travel_Rarely,Research & Development,3,4,Other,1,671,4,Male,35,3,5,Manager,4,Married,9358,4,Y,1,2,1,40,1,26,2,4,2,2,0,1,agent_A,1581,3,7777,3,1,0,0,0,0,3,2023
22,No,Travel_Rarely,Research & Development,6,1,Medical,1,675,1,Male,69,3,1,Research Scientist,3,Married,12145,0,Y,60,4,4,40,0,3,3,3,2,2,2,2,direct_recruiting,2101,3,4203,3,4,1,1,1,1,2,2023
41,No,Travel_Rarely,Sales,6,3,Life Sciences,1,601,3,Female,39,3,4,Manufacturing Director,3,Single,20431,7,Y,25,2,4,40,0,23,3,3,21,7,6,14,intern,2571,2,8572,2,2,1,0,0,0,1,2024
32,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,679,1,Female,92,3,2,Research Scientist,4,Married,18089,1,Y,14,2,4,40,1,6,2,2,6,4,0,5,intern,0,2,8363,3,2,1,0,0,1,3,2023
30,No,Travel_Frequently,Research & Development,3,3,Medical,1,680,3,Female,71,3,1,Research Scientist,3,Divorced,22653,1,Y,5,4,3,40,1,1,2,3,1,0,0,0,intern,4200,2,8401,2,3,1,0,0,1,1,2023
53,No,Travel_Rarely,Sales,1,1,Medical,1,682,4,Female,34,3,2,Sales Executive,1,Single,7507,7,Y,4,3,4,40,0,18,2,4,14,7,8,10,agent_C,1728,2,3639,2,4,1,1,1,1,2,2023
34,No,Travel_Rarely,Research & Development,1,5,Life Sciences,1,683,2,Male,42,3,1,Research Scientist,4,Married,7660,1,Y,2,2,4,40,1,10,4,2,10,9,8,8,intern,0,3,9421,3,2,0,0,0,0,4,2023
45,Yes,Travel_Frequently,Sales,26,4,Life Sciences,1,684,1,Female,100,3,2,Sales Executive,1,Married,5630,2,Y,32,3,4,40,2,5,4,3,1,1,0,0,intern,0,4,4843,4,1,0,0,0,0,4,2023
26,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,686,3,Female,71,3,1,Laboratory Technician,4,Married,17759,1,Y,27,2,3,40,1,3,2,3,3,2,0,2,intern,0,4,5559,2,4,1,1,1,1,1,2023
37,No,Travel_Rarely,Research & Development,3,3,Other,1,689,3,Male,36,3,3,Manufacturing Director,3,Married,9606,1,Y,13,3,3,40,1,10,2,3,10,7,7,8,New_graduate_recruitment,1390,3,2927,2,2,0,0,1,0,2,2023
29,No,Travel_Rarely,Sales,3,2,Medical,1,690,2,Female,62,3,2,Sales Executive,3,Married,3487,1,Y,15,3,1,40,1,6,5,2,6,0,1,2,intern,0,2,7753,4,1,0,0,0,0,2,2023
35,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,691,2,Male,82,1,2,Research Scientist,4,Single,19368,1,Y,35,2,2,40,0,17,3,3,17,11,11,8,intern,2184,3,7281,2,4,1,1,1,1,1,2023
33,No,Travel_Frequently,Research & Development,6,3,Life Sciences,1,692,3,Male,30,3,2,Healthcare Representative,4,Divorced,5335,3,Y,4,3,3,40,1,15,2,1,13,11,4,7,agent_B,791,4,1666,4,1,0,0,0,0,3,2023
54,No,Travel_Rarely,Human Resources,19,4,Medical,1,698,3,Male,88,3,3,Human Resources,2,Married,6729,2,Y,2,3,3,40,1,16,1,4,9,7,7,1,intern,0,4,8265,2,4,1,1,0,1,2,2023
36,No,Travel_Rarely,Research & Development,9,2,Medical,1,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,13934,2,Y,6,1,3,40,1,13,2,3,3,2,0,2,intern,0,2,3913,1,2,1,0,1,0,1,2023
27,No,Travel_Rarely,Research & Development,3,4,Medical,1,700,1,Male,54,2,1,Research Scientist,4,Single,15174,0,Y,12,1,4,40,0,5,0,3,4,2,1,1,agent_B,0,2,7795,1,4,1,1,1,1,1,2023
20,Yes,Travel_Rarely,Research & Development,10,1,Medical,1,701,4,Male,32,3,1,Research Scientist,3,Single,26999,1,Y,27,1,4,40,0,1,5,3,1,0,1,1,agent_C,0,2,5263,3,1,0,0,0,0,3,2023
